Idx  Type Pointer  Path
00D7 0001 022D7B7C /bc/f_he0d0.dat
00D8 0001 022D7B88 /bc/f_he0e0.dat
00D9 0001 022D7B94 /bc/f_he0f0.dat
00DA 0001 022D7BA0 /bc/f_he100.dat
00DB 0001 022D7BAC /bc/f_he110.dat
00DC 0001 022D7BB8 /bc/f_he120.dat
00DD 0001 022D7BC4 /bc/f_he130.dat
00DE 0001 022D7BD0 /bc/f_he140.dat
00DF 0001 022D7BDC /bc/f_he150.dat
00E0 0001 022D7BE8 /bc/f_he160.dat
00E1 0001 022D7BF4 /bc/f_he170.dat
00E2 0001 022D7C00 /bc/f_he180.dat
00E3 0001 022D7C0C /bc/f_he190.dat
00E4 0001 022D7C18 /bc/f_he1a0.dat
00E5 0001 022D7C24 /bc/f_he1b0.dat
00E6 0001 022D7C30 /bc/f_he1c0.dat
00E7 0001 022D7C3C /bc/f_he1d0.dat
00E8 0001 022D7A74 /bc/f_hl000.dat
00E9 0001 022D7A80 /bc/f_hl010.dat
00EA 0001 022D7A8C /bc/f_hl020.dat
00EB 0001 022D7A98 /bc/f_hl030.dat
00EC 0001 022D7AA4 /bc/f_hl040.dat
00ED 0001 022D7AB0 /bc/f_hl050.dat
00EE 0001 022D7ABC /bc/f_hl060.dat
00EF 0001 022D7AC8 /bc/f_hl070.dat
00F0 0001 022D7AD4 /bc/f_hl080.dat
00F1 0001 022D9EA0 /bc/f_itemu.dat
00F2 0001 022D9EDC /bc/f_libr.dat
00F3 0001 022D9E4C /bc/f_main0.dat
00F4 0001 022D9E58 /bc/f_main1.dat
00F5 0001 022D9E64 /bc/f_main2.dat
00F6 0001 022D9EE8 /bc/f_mgs.dat
00F7 0001 022D9EF4 /bc/f_mixbg0.dat
00F8 0001 022D9F00 /bc/f_mixbg1.dat
00F9 0001 022D9F0C /bc/f_mixbg2.dat
00FA 0001 022D6E80 /bc/f_mm010.dat
00FB 0001 022D6E8C /bc/f_mm020.dat
00FC 0001 022D6E98 /bc/f_mm030.dat
00FD 0001 022D6EA4 /bc/f_mm040.dat
00FE 0001 022D6EB0 /bc/f_mm050.dat
00FF 0001 022D6EBC /bc/f_mm060.dat
0100 0001 022D6EC8 /bc/f_mm070.dat
0101 0001 022D6ED4 /bc/f_mm080.dat
0102 0001 022D6EE0 /bc/f_mm090.dat
0103 0001 022D6EEC /bc/f_mm100.dat
0104 0001 022D6EF8 /bc/f_mm110.dat
0105 0001 022D6F04 /bc/f_mm120.dat
0106 0001 022D6F10 /bc/f_mm130.dat
0107 0001 022D6F1C /bc/f_mm140.dat
0108 0001 022D6F28 /bc/f_mm150.dat
0109 0001 022D6F34 /bc/f_mm160.dat
010A 0001 022D6F40 /bc/f_mm170.dat
010B 0001 022D6F4C /bc/f_mm180.dat
010C 0001 022D6F58 /bc/f_mm190.dat
010D 0001 022D6F64 /bc/f_mm200.dat
010E 0001 022D6F70 /bc/f_mm210.dat
010F 0001 022D6F7C /bc/f_mm220.dat
0110 0001 022D6F88 /bc/f_mm230.dat
0111 0001 022D6F94 /bc/f_mm240.dat
0112 0001 022D6FA0 /bc/f_mm250.dat
0113 0001 022D6FAC /bc/f_mm260.dat
0114 0001 022D6FB8 /bc/f_mm270.dat
0115 0001 022D6FC4 /bc/f_mm280.dat
0116 0001 022D7D98 /bc/f_my000.dat
0117 0001 022D7DA4 /bc/f_my010.dat
0118 0001 022D7DB0 /bc/f_my020.dat
0119 0001 022D7DBC /bc/f_my030.dat
011A 0001 022D7DC8 /bc/f_my040.dat
011B 0001 022D7DD4 /bc/f_my050.dat
011C 0001 022D7DE0 /bc/f_my060.dat
011D 0001 022D7DEC /bc/f_my071.dat
011E 0001 022D7DF8 /bc/f_my081.dat
011F 0001 022D9E70 /bc/f_pal0.dat
0120 0001 022D9F48 /bc/f_paper1.dat
0121 0001 022D9F54 /bc/f_paper2.dat
0122 0001 022D778C /bc/f_ru000.dat
0123 0001 022D7798 /bc/f_ru010.dat
0124 0001 022D77A4 /bc/f_ru020.dat
0125 0001 022D77B0 /bc/f_ru030.dat
0126 0001 022D77BC /bc/f_ru040.dat
0127 0001 022D77C8 /bc/f_ru050.dat
0128 0001 022D77D4 /bc/f_ru060.dat
0129 0001 022D77E0 /bc/f_ru070.dat
012A 0001 022D77EC /bc/f_ru080.dat
012B 0001 022D77F8 /bc/f_ru090.dat
012C 0001 022D7804 /bc/f_ru100.dat
012D 0001 022D9F3C /bc/f_sd_e.dat
012E 0001 022D724C /bc/f_sg000.dat
012F 0001 022D7258 /bc/f_sg010.dat
0130 0001 022D7264 /bc/f_sg020.dat
0131 0001 022D7270 /bc/f_sg030.dat
0132 0001 022D727C /bc/f_sg040.dat
0133 0001 022D7288 /bc/f_sg050.dat
0134 0001 022D7294 /bc/f_sg060.dat
0135 0001 022D72A0 /bc/f_sg070.dat
0136 0001 022D72AC /bc/f_sg080.dat
0137 0001 022D72B8 /bc/f_sg090.dat
0138 0001 022D72C4 /bc/f_sg100.dat
0139 0001 022D72D0 /bc/f_sg110.dat
013A 0001 022D72DC /bc/f_sg120.dat
013B 0001 022D72E8 /bc/f_sg130.dat
013C 0001 022D72F4 /bc/f_sg140.dat
013D 0001 022D7300 /bc/f_sg150.dat
013E 0001 022D730C /bc/f_sg160.dat
013F 0001 022D7318 /bc/f_sg171.dat
0140 0001 022D7324 /bc/f_sg181.dat
0141 0001 022D7330 /bc/f_sg191.dat
0142 0001 022D733C /bc/f_sg201.dat
0143 0001 022D9F18 /bc/f_shpbg0.dat
0144 0001 022D9F24 /bc/f_shpbg1.dat
0145 0001 022D9F30 /bc/f_shpbg2.dat
0146 0001 022D9E7C /bc/f_topbg0.dat
0147 0001 022D9E88 /bc/f_topbg1.dat
0148 0001 022D9E94 /bc/f_topbg2.dat
0149 0001 022D7624 /bc/f_uc010.dat
014A 0001 022D7630 /bc/f_uc020.dat
014B 0001 022D763C /bc/f_uc030.dat
014C 0001 022D7648 /bc/f_uc040.dat
014D 0001 022D7654 /bc/f_uc050.dat
014E 0001 022D7660 /bc/f_uc060.dat
014F 0001 022D766C /bc/f_uc070.dat
0150 0001 022D7678 /bc/f_uc080.dat
0151 0001 022D7684 /bc/f_uc090.dat
0152 0001 022D7690 /bc/f_uc100.dat
0153 0001 022D769C /bc/f_uc110.dat
0154 0001 022D76A8 /bc/f_uc120.dat
0155 0001 022D76B4 /bc/f_uc130.dat
0156 0001 022D76C0 /bc/f_uc140.dat
0157 0001 022D76CC /bc/f_uc150.dat
0158 0001 022D76D8 /bc/f_uc160.dat
0159 0001 022D76E4 /bc/f_uc170.dat
015A 0001 022D76F0 /bc/f_uc180.dat
015B 0001 022D76FC /bc/f_uc190.dat
015C 0001 022D7708 /bc/f_uc200.dat
015D 0001 022D7714 /bc/f_uc210.dat
015E 0001 022D7720 /bc/f_uc220.dat
015F 0001 022D772C /bc/f_uc230.dat
0160 0001 022D7738 /bc/f_uc240.dat
0161 0001 022D7744 /bc/f_uc250.dat
0162 0001 022D7750 /bc/f_uc260.dat
0163 0001 022D775C /bc/f_uc270.dat
0164 0001 022D7768 /bc/f_uc280.dat
0165 0001 022D7774 /bc/f_uc290.dat
0166 0001 022D7780 /bc/f_uc300.dat
0167 0100          /bm/bb00.nsbmd
0168 0100          /bm/bb01.nsbmd
0169 0100          /bm/dr05.nsbmd
016A 0100          /bm/mm01.nsbmd
016B 1000          /font/LD_font_u12.DAT
016C 1000          /font/LD_font_u8.DAT
016D 0001 022C9690 /sc/f_abad1.dat
016E 0001 022C969C /sc/f_abad2.dat
016F 0001 022C96A8 /sc/f_abad3.dat
0170 0001 022C96B4 /sc/f_abad4.dat
0171 0001 022C96C0 /sc/f_abad5.dat
0172 0001 022C9B64 /sc/f_aguni0.dat
0173 0001 022C9B70 /sc/f_aguni1.dat
0174 0001 022C9B7C /sc/f_aguni2.dat
0175 0001 022C9B88 /sc/f_aguni3.dat
0176 0001 022C9B94 /sc/f_aguni4.dat
0177 0001 022C9BA0 /sc/f_aguni5.dat
0178 0001 022C9BAC /sc/f_aguni6.dat
0179 0001 022C9F60 /sc/f_alast00.dat
017A 0001 022C9F6C /sc/f_alast01.dat
017B 0001 022C9F78 /sc/f_alast02.dat
017C 0001 022CA884 /sc/f_albw00.dat
017D 0001 022CA698 /sc/f_aleye0.dat
017E 0001 022CA4B8 /sc/f_area_e00.dat
017F 0001 022CA4C4 /sc/f_area_e01.dat
0180 0001 022CA4D0 /sc/f_area_e02.dat
0181 0001 022CA4DC /sc/f_area_e03.dat
0182 0001 022CA4E8 /sc/f_area_e04.dat
0183 0001 022CA4F4 /sc/f_area_e05.dat
0184 0001 022C9E70 /sc/f_ark_00.dat
0185 0001 022C9E7C /sc/f_ark_01.dat
0186 0001 022C9E88 /sc/f_ark_02.dat
0187 0001 022C9E94 /sc/f_ark_03.dat
0188 0001 022C95B8 /sc/f_armc02.dat
0189 0001 022C9A8C /sc/f_axe00.dat
018A 0001 022C9A98 /sc/f_axe01.dat
018B 0001 022CA71C /sc/f_b12ev0.dat
018C 0001 022CA728 /sc/f_b12ev1.dat
018D 0001 022C963C /sc/f_baro_00.dat
018E 0001 022C9648 /sc/f_baro_01.dat
018F 0001 022C9654 /sc/f_baro_02.dat
0190 0001 022C9660 /sc/f_baro_03.dat
0191 0001 022C966C /sc/f_baro_04.dat
0192 0001 022C9678 /sc/f_baro_05.dat
0193 0001 022C9684 /sc/f_baro_06.dat
0194 0001 022CA65C /sc/f_bbyuka.dat
0195 0001 022CA668 /sc/f_bbyukb.dat
0196 0001 022CA6B0 /sc/f_bell00.dat
0197 0001 022C9EF4 /sc/f_beriga1.dat
0198 0001 022C9F00 /sc/f_beriga2.dat
0199 0001 022C9F0C /sc/f_beriga3.dat
019A 0001 022CA8B4 /sc/f_bglo01.dat
019B 0001 022CA8C0 /sc/f_bglo02.dat
019C 0001 022CA80C /sc/f_bgsv00.dat
019D 0001 022CA818 /sc/f_bgsv01.dat
019E 0001 022CA824 /sc/f_bgsv02.dat
019F 0001 022CA830 /sc/f_bgsv03.dat
01A0 0001 022CA83C /sc/f_bgsv04.dat
01A1 0001 022CA848 /sc/f_bgsv05.dat
01A2 0001 022CA854 /sc/f_bgsv06.dat
01A3 0001 022CA860 /sc/f_bgsv07.dat
01A4 0001 022CA770 /sc/f_bgwp00.dat
01A5 0001 022CA77C /sc/f_bgwp01.dat
01A6 0001 022CA788 /sc/f_bgwp02.dat
01A7 0001 022CA794 /sc/f_bgwp03.dat
01A8 0001 022CA7A0 /sc/f_bgwp04.dat
01A9 0001 022CA7AC /sc/f_bgwp05.dat
01AA 0001 022CA7B8 /sc/f_bgwp06.dat
01AB 0001 022CA7C4 /sc/f_bgwp07.dat
01AC 0001 022C9B10 /sc/f_bomb00.dat
01AD 0001 022C9B1C /sc/f_bomb01.dat
01AE 0001 022CA6A4 /sc/f_bridge.dat
01AF 0001 022C9F3C /sc/f_buer.dat
01B0 0001 022CA86C /sc/f_bullw_00.dat
01B1 0001 022CA68C /sc/f_bwall0.dat
01B2 0001 022CA410 /sc/f_car.dat
01B3 0001 022C9F9C /sc/f_catoble_00.dat
01B4 0001 022CA3B0 /sc/f_chair0.dat
01B5 0001 022CA3BC /sc/f_chair1.dat
01B6 0001 022CA3C8 /sc/f_chair2.dat
01B7 0001 022CA3D4 /sc/f_chair3.dat
01B8 0001 022CA6F8 /sc/f_chand0.dat
01B9 0001 022CA1A0 /sc/f_clown_00.dat
01BA 0001 022CA1AC /sc/f_clown_01.dat
01BB 0001 022CA1B8 /sc/f_clown_02.dat
01BC 0001 022C876C /sc/f_com00.dat
01BD 0001 022C8778 /sc/f_com01.dat
01BE 0001 022C8784 /sc/f_com02.dat
01BF 0001 022C8790 /sc/f_com03.dat
01C0 0001 022C879C /sc/f_com04.dat
01C1 0001 022C87A8 /sc/f_com05.dat
01C2 0001 022CA3E0 /sc/f_comirr.dat
01C3 0001 022CA5FC /sc/f_crowd0.dat
01C4 0001 022CA608 /sc/f_crowd1.dat
01C5 0001 022CA6EC /sc/f_ctobj0.dat
01C6 0001 022C960C /sc/f_dancer1.dat
01C7 0001 022C9618 /sc/f_dancer2.dat
01C8 0001 022CA29C /sc/f_dari0.dat
01C9 0001 022CA2A8 /sc/f_dari1.dat
01CA 0001 022CA2B4 /sc/f_dari2.dat
01CB 0001 022CA2C0 /sc/f_dari3.dat
01CC 0001 022C94C8 /sc/f_darikado00.dat
01CD 0001 022C94D4 /sc/f_darikado01.dat
01CE 0001 022C9504 /sc/f_ddari0.dat
01CF 0001 022C9510 /sc/f_ddari1.dat
01D0 0001 022C951C /sc/f_ddari2.dat
01D1 0001 022C9528 /sc/f_ddari3.dat
01D2 0001 022C9534 /sc/f_ddomi0.dat
01D3 0001 022C9540 /sc/f_ddomi1.dat
01D4 0001 022C954C /sc/f_ddomi2.dat
01D5 0001 022C9558 /sc/f_ddomi3.dat
01D6 0001 022C9564 /sc/f_ddomi4.dat
01D7 0001 022C9570 /sc/f_ddomi5.dat
01D8 0001 022C9FCC /sc/f_dead_00.dat
01D9 0001 022C9FD8 /sc/f_dead_01.dat
01DA 0001 022C9F30 /sc/f_deca.dat
01DB 0001 022CA92C /sc/f_demoef0.dat
01DC 0001 022CA938 /sc/f_demoef1.dat
01DD 0001 022CA350 /sc/f_dest00.dat
01DE 0001 022CA35C /sc/f_dest01.dat
01DF 0001 022CA368 /sc/f_dest02.dat
01E0 0001 022CA374 /sc/f_dest03.dat
01E1 0001 022CA380 /sc/f_dest05.dat
01E2 0001 022CA38C /sc/f_dest06.dat
01E3 0001 022CA398 /sc/f_dest07.dat
01E4 0001 022CA3A4 /sc/f_dest08.dat
01E5 0001 022C9E10 /sc/f_devil_00.dat
01E6 0001 022C9E1C /sc/f_devil_01.dat
01E7 0001 022C9E28 /sc/f_devil_02.dat
01E8 0001 022C93D8 /sc/f_dhammer_00.dat
01E9 0001 022C9AC8 /sc/f_disk00.dat
01EA 0001 022C9AD4 /sc/f_disk01.dat
01EB 0001 022C9444 /sc/f_djuli00.dat
01EC 0001 022C9450 /sc/f_djuli01.dat
01ED 0001 022C945C /sc/f_djuli02.dat
01EE 0001 022C9468 /sc/f_djuli03.dat
01EF 0001 022C9474 /sc/f_djuli04.dat
01F0 0001 022C9480 /sc/f_djuli05.dat
01F1 0001 022C948C /sc/f_djuli06.dat
01F2 0001 022C9498 /sc/f_djuli07.dat
01F3 0001 022C94A4 /sc/f_djuli08.dat
01F4 0001 022C94B0 /sc/f_djuli09.dat
01F5 0001 022C94BC /sc/f_djuli0a.dat
01F6 0001 022C93C0 /sc/f_dmina00.dat
01F7 0001 022C93CC /sc/f_dmina01.dat
01F8 0001 022C96D8 /sc/f_domi0.dat
01F9 0001 022C96E4 /sc/f_domi1.dat
01FA 0001 022C96F0 /sc/f_domi2.dat
01FB 0001 022C96FC /sc/f_domi3.dat
01FC 0001 022C9708 /sc/f_domi4.dat
01FD 0001 022CA6D4 /sc/f_dorsw0.dat
01FE 0001 022CA710 /sc/f_dorsw1.dat
01FF 0001 022C94E0 /sc/f_dseri0.dat
0200 0001 022C94EC /sc/f_dseri1.dat
0201 0001 022C94F8 /sc/f_dseri2.dat
0202 0001 022C93E4 /sc/f_dyoko00.dat
0203 0001 022C93F0 /sc/f_dyoko01.dat
0204 0001 022C93FC /sc/f_dyoko02.dat
0205 0001 022C9408 /sc/f_dyoko03.dat
0206 0001 022C9414 /sc/f_dyoko04.dat
0207 0001 022C9420 /sc/f_dyoko05.dat
0208 0001 022C942C /sc/f_dyoko06.dat
0209 0001 022C9438 /sc/f_dyoko07.dat
020A 0001 022C9FFC /sc/f_edward1.dat
020B 0001 022CA008 /sc/f_edward2.dat
020C 0001 022CA014 /sc/f_edward3.dat
020D 0001 022CA020 /sc/f_edward4.dat
020E 0001 022CA02C /sc/f_edward5.dat
020F 0001 022CA038 /sc/f_edward6.dat
0210 0001 022CA044 /sc/f_edward7.dat
0211 0001 022CA584 /sc/f_endch0.dat
0212 0001 022CA590 /sc/f_endtx0.dat
0213 0001 022CA59C /sc/f_endtx1.dat
0214 0001 022CA5A8 /sc/f_endtx2.dat
0215 0001 022CA5B4 /sc/f_endtx3.dat
0216 0001 022CA734 /sc/f_enoj0.dat
0217 0001 022CA740 /sc/f_enoj1.dat
0218 0001 022CA74C /sc/f_enoj2.dat
0219 0001 022CA758 /sc/f_enoj3.dat
021A 0001 022C9810 /sc/f_ent00.dat
021B 0001 022CA20C /sc/f_erinys_00.dat
021C 0001 022CA218 /sc/f_erinys_01.dat
021D 0001 022D6BA8 /sc/f_eset.dat
021E 0001 022C9A08 /sc/f_fafni_00.dat
021F 0001 022C9A14 /sc/f_fafni_01.dat
0220 0001 022C9A20 /sc/f_fafni_02.dat
0221 0001 022C9A2C /sc/f_fafni_03.dat
0222 0001 022C9A38 /sc/f_fafni_04.dat
0223 0001 022C9A44 /sc/f_fafni_05.dat
0224 0001 022C9A50 /sc/f_fafni_06.dat
0225 0001 022C9A5C /sc/f_fafni_07.dat
0226 0001 022C9A68 /sc/f_fafni_08.dat
0227 0001 022CA050 /sc/f_fake_00.dat
0228 0001 022CA05C /sc/f_fake_01.dat
0229 0001 022CA068 /sc/f_fake_02.dat
022A 0001 022CA074 /sc/f_fake_03.dat
